Date,Region,Sunspot Number,Size,Magnetic Classification,Sunspot Classification,Location
2017-01-01,12622,1,10,region_mag A,AXX,N11W71
2017-01-04,12624,1,0,region_mag A,AXX,S08W57
2017-01-13,12625,1,30,region_mag A,HSX,N03E72
2017-01-14,12625,3,50,region_mag B,CSO,N03E58
2017-01-14,12626,1,20,region_mag A,HSX,N08E67
2017-01-15,12625,3,50,region_mag B,CSO,N03E45
2017-01-15,12626,2,140,region_mag A,HSX,N08E55
2017-01-16,12625,1,40,region_mag A,HSX,N03E31
2017-01-16,12626,2,140,region_mag A,HAX,N09E42
2017-01-17,12625,1,60,region_mag A,HSX,N01E18
2017-01-17,12626,3,120,region_mag A,HAX,N08E29
2017-01-18,12625,2,50,region_mag A,HSX,N01E06
2017-01-18,12626,4,90,region_mag B,CAO,N08E16
2017-01-19,12625,2,40,region_mag B,CAO,S00W07
2017-01-19,12626,3,60,region_mag A,HAX,N07E03
2017-01-20,12625,2,20,region_mag A,HAX,S00W20
2017-01-20,12626,4,70,region_mag A,HAX,N08W11
2017-01-21,12625,2,40,region_mag A,HAX,S00W35
2017-01-21,12626,3,50,region_mag A,HAX,N08W24
2017-01-21,12627,12,70,region_mag B,DAO,N05E28
2017-01-21,12628,4,20,region_mag B,BXO,N12E49
2017-01-22,12625,3,30,region_mag A,HAX,N01W48
2017-01-22,12626,3,40,region_mag A,HSX,N08W37
2017-01-22,12627,13,80,region_mag B,DAI,N06E15
2017-01-22,12628,8,120,region_mag BG,DAI,N12E36
2017-01-23,12625,1,0,region_mag A,AXX,N01W62
2017-01-23,12626,1,30,region_mag A,HAX,N08W50
2017-01-23,12627,11,110,region_mag B,DAI,N06E01
2017-01-23,12628,8,210,region_mag BG,DAO,N12E21
2017-01-24,12626,2,30,region_mag A,HSX,N08W63
2017-01-24,12627,13,70,region_mag B,DAI,N06W12
2017-01-24,12628,8,220,region_mag B,DSO,N12E07
2017-01-25,12626,2,10,region_mag A,AXX,N08W74
2017-01-25,12627,4,30,region_mag B,CRO,N06W25
2017-01-25,12628,6,210,region_mag B,EAO,N13W05
2017-01-25,12629,3,70,region_mag B,CAO,N15E59
2017-01-26,12627,2,10,region_mag B,BXO,N06W39
2017-01-26,12628,7,180,region_mag B,CAO,N12W22
2017-01-26,12629,7,220,region_mag B,DAO,N15E44
2017-01-27,12628,5,120,region_mag B,CAO,N11W34
2017-01-27,12629,6,150,region_mag B,DAO,N15E31
2017-01-28,12628,5,110,region_mag B,CSO,N12W48
2017-01-28,12629,8,160,region_mag B,DAO,N15E18
2017-01-29,12628,3,110,region_mag A,HSX,N12W64
2017-01-29,12629,5,130,region_mag B,DSO,N15E05
2017-01-30,12628,1,110,region_mag A,HSX,N11W79
2017-01-30,12629,3,120,region_mag B,CSO,N15W10
2017-01-31,12629,1,60,region_mag A,HSX,N15W22
2017-01-31,12630,1,10,region_mag A,AXX,N16E54
2017-01-31,12631,3,10,region_mag B,BXO,S04W24
2017-02-01,12629,1,40,region_mag A,HAX,N15W38
2017-02-01,12631,5,10,region_mag B,BXO,S05W38
2017-02-01,12632,6,10,region_mag B,BXO,N14W08
2017-02-02,12629,1,40,region_mag A,HAX,N15W51
2017-02-02,12632,7,50,region_mag B,DAO,N14W22
2017-02-03,12629,1,40,region_mag A,HAX,N16W65
2017-02-03,12632,6,60,region_mag B,DAO,N14W36
2017-02-03,12633,3,10,region_mag B,BXO,N14W51
2017-02-04,12629,1,40,region_mag A,HAX,N16W78
2017-02-04,12632,6,30,region_mag B,CAO,N16W50
2017-02-04,12633,2,10,region_mag B,BXO,N15W64
2017-02-05,12629,1,30,region_mag A,HAX,N16W92
2017-02-05,12632,1,10,region_mag A,AXX,N16W64
2017-02-06,12629,1,30,region_mag A,HAX,N16W0*
2017-02-06,12632,1,10,region_mag A,AXX,N14W76
2017-02-06,12634,1,10,region_mag A,AXX,N02E70
2017-02-07,12634,5,10,region_mag B,BXO,N05E56
2017-02-08,12634,1,10,region_mag A,AXX,N03E44
2017-02-09,12635,6,10,region_mag B,CAO,N14E29
2017-02-10,12635,5,70,region_mag B,DAO,N13E13
2017-02-11,12635,8,110,region_mag B,DAI,N14W00
2017-02-12,12635,8,110,region_mag B,DAI,N12W15
2017-02-13,12635,8,90,region_mag B,DAI,N12W27
2017-02-14,12635,6,60,region_mag B,CSO,N12W40
2017-02-15,12635,5,50,region_mag B,CSO,N12W53
2017-02-16,12635,1,20,region_mag A,HRX,N13W66
2017-02-16,12636,2,10,region_mag A,AXX,N11E53
2017-02-17,12635,1,0,region_mag A,AXX,N13W80
2017-02-17,12636,2,10,region_mag A,HRX,N11E40
2017-02-18,12636,4,20,region_mag B,CRO,N11E27
2017-02-19,12636,3,20,region_mag B,BXO,N11E15
2017-02-20,12636,1,10,region_mag A,AXX,N11E01
2017-02-20,12637,2,20,region_mag A,AXX,S03E61
2017-02-21,12637,1,10,region_mag A,AXX,S04E47
2017-02-21,12638,4,80,region_mag B,DAO,N18E58
2017-02-22,12638,9,140,region_mag B,DSO,N18E49
2017-02-23,12638,7,150,region_mag B,DSO,N19E35
2017-02-24,12638,8,150,region_mag BG,CSO,N18E20
2017-02-25,12638,5,120,region_mag B,CSO,N18E08
2017-02-25,12639,2,20,region_mag A,HRX,S09W34
2017-02-26,12638,2,100,region_mag B,CSO,N18W03
2017-02-26,12639,3,20,region_mag B,CRO,S08W48
2017-02-27,12638,1,100,region_mag A,HSX,N18W16
2017-02-27,12639,2,10,region_mag B,BXO,S08W61
2017-02-27,12640,2,10,region_mag B,BXO,N11E24
2017-02-28,12638,1,90,region_mag A,HSX,N16W29
2017-02-28,12640,4,20,region_mag B,BXO,N09E11
2017-02-28,12641,5,40,region_mag B,CRO,N15E46
2017-03-01,12638,1,80,region_mag A,HSX,N16W43
2017-03-01,12640,2,30,region_mag A,AXX,N08W04
2017-03-01,12641,6,100,region_mag B,CAO,N15E26
2017-03-02,12638,1,80,region_mag A,HSX,N16W55
2017-03-02,12640,2,10,region_mag A,AXX,N09W18
2017-03-02,12641,7,60,region_mag B,DRO,N14E19
2017-03-02,12642,5,40,region_mag B,CRO,N14E11
2017-03-03,12638,1,80,region_mag A,HSX,N16W69
2017-03-03,12640,1,10,region_mag A,AXX,N08W33
2017-03-03,12641,7,30,region_mag B,BXO,N15E04
2017-03-03,12642,3,20,region_mag B,BXO,N15W03
2017-03-04,12638,1,80,region_mag A,HSX,N16W83
2017-03-04,12641,3,10,region_mag B,BXO,N15W10
2017-03-04,12642,2,10,region_mag B,BXO,N15W17
2017-03-05,12638,1,80,region_mag A,HSX,N16W97
2017-03-06,12641,1,10,region_mag A,AXX,N15W38
2017-03-22,12643,1,20,region_mag A,HRX,N09E72
2017-03-23,12643,2,30,region_mag A,HSX,N08E56
2017-03-24,12643,2,20,region_mag A,HRX,N08E42
2017-03-25,12643,2,10,region_mag A,HRX,N08E29
2017-03-26,12643,1,10,region_mag A,AXX,N08E16
2017-03-26,12644,3,10,region_mag B,DRO,N13E47
2017-03-27,12644,10,50,region_mag B,DAO,N12E32
2017-03-27,12645,3,10,region_mag B,BXI,S10E73
2017-03-28,12644,15,150,region_mag BG,DAI,N13E17
2017-03-28,12645,3,30,region_mag B,CSO,S09E59
2017-03-28,12646,1,20,region_mag A,HRX,N06W60
2017-03-29,12644,12,240,region_mag B,DSI,N12E04
2017-03-29,12645,8,70,region_mag BG,DAI,S09E44
2017-03-29,12646,1,10,region_mag A,AXX,N07W74
2017-03-30,12644,10,220,region_mag B,ESO,N12W09
2017-03-30,12645,12,180,region_mag B,DSI,S10E29
2017-03-30,12646,1,0,region_mag A,AXX,N06W83
2017-03-31,12644,3,190,region_mag B,ESO,N12W23
2017-03-31,12645,10,260,region_mag B,DKI,S11E15
2017-04-01,12644,4,190,region_mag B,EAO,N15W42
2017-04-01,12645,29,380,region_mag BG,EKC,S09E02
2017-04-01,12647,2,10,region_mag B,BXO,N11E01
2017-04-02,12644,8,200,region_mag BG,EKC,N14W55
2017-04-02,12645,25,520,region_mag BGD,EKC,S09W11
2017-04-02,12647,4,10,region_mag B,BXO,N11W13
2017-04-02,12648,2,10,region_mag B,BXO,S03E72
2017-04-03,12644,19,450,region_mag BG,FKC,N15W69
2017-04-03,12645,23,600,region_mag BGD,EHC,S09W25
2017-04-03,12648,3,20,region_mag B,CRO,S03E61
2017-04-04,12644,12,520,region_mag BGD,FKC,N13W79
2017-04-04,12645,35,700,region_mag BGD,EKC,S08W38
2017-04-04,12648,6,30,region_mag B,DRO,S03E50
2017-04-04,12649,4,20,region_mag B,CRO,N17W59
2017-04-05,12644,7,150,region_mag B,EAO,N13W92
2017-04-05,12645,16,680,region_mag BGD,EKC,S10W53
2017-04-05,12648,8,30,region_mag B,CRO,S03E37
2017-04-05,12649,4,30,region_mag B,CRO,N14W70
2017-04-06,12644,7,150,region_mag B,EAO,N13W0*
2017-04-06,12645,12,500,region_mag BGD,FKC,S10W67
2017-04-06,12648,5,50,region_mag B,BXO,S02E22
2017-04-07,12645,14,380,region_mag BG,EKC,S10W79
2017-04-07,12648,4,20,region_mag B,BXO,S03E07
2017-04-08,12645,5,70,region_mag B,CAO,S09W91
2017-04-08,12648,2,0,region_mag A,AXX,S03W04
2017-04-09,12645,5,70,region_mag B,CAO,S09W0*
2017-04-10,12650,3,20,region_mag B,CRO,N09E71
2017-04-11,12650,3,40,region_mag B,CAO,N09E56
2017-04-12,12650,2,40,region_mag B,CAO,N11E40
2017-04-13,12650,3,20,region_mag B,CSO,N10E27
2017-04-14,12650,2,20,region_mag B,CSO,N08E14
2017-04-15,12650,1,10,region_mag A,HRX,N08E03
2017-04-16,12650,1,10,region_mag A,AXX,N08W11
2017-04-19,12651,2,20,region_mag BG,DSO,N12E67
2017-04-20,12651,4,110,region_mag B,DAO,N12E59
2017-04-21,12651,5,130,region_mag B,DAO,N12E44
2017-04-21,12652,1,10,region_mag A,HRX,N13E60
2017-04-22,12651,7,130,region_mag B,CAO,N12E30
2017-04-22,12652,1,10,region_mag A,HRX,N13E45
2017-04-22,12653,1,40,region_mag A,HAX,S09E82
2017-04-23,12651,7,140,region_mag B,CAO,N11E17
2017-04-23,12653,2,100,region_mag A,HAX,S09E57
2017-04-24,12651,8,150,region_mag B,CSO,N12E04
2017-04-24,12652,3,10,region_mag B,BXO,N14E17
2017-04-24,12653,2,100,region_mag A,HAX,S09E45
2017-04-25,12651,6,110,region_mag A,HAX,N11W09
2017-04-25,12652,3,10,region_mag B,BXO,N13E01
2017-04-25,12653,2,90,region_mag A,HAX,S08E34
2017-04-26,12651,3,80,region_mag A,HSX,N11W23
2017-04-26,12652,1,10,region_mag A,AXX,N13W13
2017-04-26,12653,2,60,region_mag A,HAX,S11E21
2017-04-27,12651,2,80,region_mag A,HSX,N11W35
2017-04-27,12652,3,10,region_mag A,AXX,N14W26
2017-04-27,12653,1,50,region_mag A,HSX,S09E08
2017-04-28,12651,2,70,region_mag A,HSX,N10W50
2017-04-28,12653,1,40,region_mag A,HAX,S09W06
2017-04-29,12651,2,60,region_mag A,HSX,N12W63
2017-04-29,12653,1,30,region_mag A,HSX,S09W20
2017-04-29,12654,2,10,region_mag A,AXX,N10E52
2017-04-30,12651,2,40,region_mag A,HSX,N12W76
2017-04-30,12653,1,30,region_mag A,HSX,S09W33
2017-04-30,12654,1,10,region_mag A,AXX,N11E38
2017-05-01,12651,1,30,region_mag A,HSX,N13W90
2017-05-01,12653,1,20,region_mag A,HRX,S09W46
2017-05-01,12654,1,10,region_mag A,AXX,N11E25
2017-05-02,12651,1,30,region_mag A,HSX,N13W0*
2017-05-02,12653,1,20,region_mag A,HRX,S08W59
2017-05-03,12653,1,10,region_mag A,AXX,S08W73
2017-05-03,12654,4,60,region_mag B,DAO,N11E01
2017-05-04,12654,5,70,region_mag B,DSO,N12W12
2017-05-05,12654,5,80,region_mag B,DSO,N11W25
2017-05-05,12655,4,10,region_mag B,BXO,N13E37
2017-05-06,12654,5,40,region_mag B,CSO,N11W38
2017-05-06,12655,6,30,region_mag B,DRO,N14E25
2017-05-07,12654,1,30,region_mag A,HSX,N11W53
2017-05-07,12655,5,20,region_mag B,CRO,N13E11
2017-05-08,12654,1,20,region_mag A,HSX,N11W66
2017-05-08,12655,2,10,region_mag B,BXO,N14W04
2017-05-09,12654,1,20,region_mag A,AXX,N11W82
2017-05-17,12656,1,30,region_mag A,HRX,N12E62
2017-05-17,12657,2,10,region_mag A,AXX,N07E21
2017-05-18,12656,3,30,region_mag B,CSO,N11E50
2017-05-19,12656,1,20,region_mag A,HAX,N12E36
2017-05-19,12658,3,10,region_mag B,BXO,S08E38
2017-05-20,12656,1,20,region_mag A,HAX,N12E22
2017-05-20,12658,3,10,region_mag B,BXO,S08E24
2017-05-21,12656,1,20,region_mag A,HAX,N11E08
2017-05-21,12658,1,10,region_mag A,HRX,S07E09
2017-05-22,12656,1,20,region_mag A,HAX,N11W06
2017-05-22,12658,1,10,region_mag A,HRX,S07W05
2017-05-22,12659,3,40,region_mag B,DAO,N14E26
2017-05-23,12656,1,10,region_mag A,AXX,N11W16
2017-05-23,12658,2,10,region_mag A,HSX,S08W18
2017-05-23,12659,2,20,region_mag B,CRO,N14E11
2017-05-23,12660,10,12,region_mag B,CRO,S11W15
2017-05-24,12656,1,10,region_mag A,AXX,N11W28
2017-05-24,12658,1,10,region_mag A,AXX,S07W35
2017-05-24,12659,2,20,region_mag A,HRX,N13W06
2017-05-24,12660,3,10,region_mag B,BXO,S11W26
2017-05-25,12659,5,30,region_mag B,CRO,N12W18
2017-05-26,12659,9,80,region_mag B,DSI,N13W32
2017-05-27,12659,12,170,region_mag B,DAI,N14W45
2017-05-28,12659,11,180,region_mag B,DAI,N13W57
2017-05-29,12659,10,220,region_mag B,DAO,N13W70
2017-05-30,12659,6,180,region_mag B,DSO,N13W86
2017-05-31,12659,6,180,region_mag B,DSO,N13W0*
2017-06-01,12661,1,30,region_mag A,HRX,N06E79
2017-06-02,12661,8,60,region_mag B,CAI,N05E64
2017-06-03,12661,9,200,region_mag B,DAO,N06E54
2017-06-04,12661,12,180,region_mag BG,EAO,N06E39
2017-06-05,12661,13,130,region_mag B,EAO,N06E26
2017-06-06,12661,12,170,region_mag BD,EAO,N06E13
2017-06-07,12661,8,130,region_mag B,CAO,N06W01
2017-06-08,12661,3,40,region_mag A,HAX,N07W11
2017-06-09,12661,2,10,region_mag A,AXX,N07W22
2017-06-14,12662,1,170,region_mag A,HSX,N12E70
2017-06-15,12662,1,160,region_mag A,HSX,N12E55
2017-06-16,12662,1,100,region_mag A,HSX,N12E42
2017-06-16,12663,7,50,region_mag BG,DSO,N14W00
2017-06-17,12662,1,50,region_mag A,HSX,N12E28
2017-06-17,12663,7,90,region_mag B,DSO,N13W14
2017-06-18,12662,1,70,region_mag A,HSX,N11E15
2017-06-18,12663,7,100,region_mag B,DSO,N12W28
2017-06-19,12662,1,80,region_mag A,HSX,N12E02
2017-06-19,12663,6,80,region_mag B,DSO,N12W41
2017-06-20,12662,2,80,region_mag A,HSX,N12W12
2017-06-20,12663,4,60,region_mag B,CSO,N13W55
2017-06-21,12662,2,50,region_mag A,HSX,N12W25
2017-06-21,12663,1,40,region_mag A,HSX,N14W72
2017-06-21,12664,1,80,region_mag B,CSO,N18E72
2017-06-22,12662,3,40,region_mag A,HSX,N13W38
2017-06-22,12663,1,30,region_mag A,HSX,N14W85
2017-06-22,12664,1,50,region_mag A,HSX,N17E60
2017-06-23,12662,2,30,region_mag A,HSX,N13W51
2017-06-23,12663,1,30,region_mag A,HSX,N14W99
2017-06-23,12664,1,50,region_mag A,HSX,N17E47
2017-06-24,12662,1,20,region_mag A,HRX,N13W65
2017-06-24,12664,1,70,region_mag A,HSX,N18E35
2017-06-25,12662,1,10,region_mag A,AXX,N13W77
2017-06-25,12664,7,70,region_mag B,CSO,N18E21
2017-06-26,12664,10,90,region_mag B,CSO,N18E07
2017-06-27,12664,9,90,region_mag BG,DSI,N18W07
2017-06-28,12664,7,100,region_mag B,DSI,N18W19
2017-06-29,12664,3,60,region_mag B,CSO,N18W33
2017-06-30,12664,2,50,region_mag B,CSO,N18W46
2017-07-01,12664,1,50,region_mag A,HSX,N17W58
2017-07-02,12664,1,20,region_mag A,HSX,N18W71
2017-07-03,12664,1,20,region_mag A,HSX,N18W85
2017-07-06,12665,1,70,region_mag A,HSX,S05E78
2017-07-07,12665,6,140,region_mag B,DAI,S06E64
2017-07-08,12665,15,310,region_mag B,EKC,S06E52
2017-07-09,12665,14,480,region_mag BGD,EKC,S07E38
2017-07-10,12665,21,710,region_mag BG,EKC,S06E24
2017-07-11,12665,22,690,region_mag BG,EKC,S06E11
2017-07-12,12665,17,620,region_mag BG,EKC,S06W03
2017-07-13,12665,17,570,region_mag B,EHI,S06W17
2017-07-13,12666,6,20,region_mag B,CRO,N13W06
2017-07-14,12665,26,440,region_mag B,EHI,S07W30
2017-07-14,12666,9,30,region_mag B,CRO,N13W20
2017-07-15,12665,18,460,region_mag B,EKC,S06W43
2017-07-15,12666,9,20,region_mag B,BXO,N12W32
2017-07-15,12667,1,10,region_mag A,AXX,N12W85
2017-07-16,12665,12,380,region_mag B,DKI,S05W57
2017-07-16,12666,2,10,region_mag A,AXX,N13W47
2017-07-17,12665,5,340,region_mag B,DKO,S06W70
2017-07-17,12666,1,10,region_mag A,AXX,N15W56
2017-07-18,12665,3,450,region_mag B,CHO,S06W86
2017-07-19,12665,3,450,region_mag B,CHO,S06W0*
2017-07-26,12668,2,10,region_mag A,AXX,N03W28
2017-07-30,12669,2,5,region_mag B,BXO,N18W25
2017-07-31,12669,1,10,region_mag A,AXX,N18W37
2017-08-03,12670,2,160,region_mag B,CSO,S05E58
2017-08-04,12670,3,150,region_mag A,HSX,S05E45
2017-08-05,12670,3,150,region_mag A,HSX,S04E32
2017-08-06,12670,3,150,region_mag A,HSX,S06E20
2017-08-07,12670,3,140,region_mag A,HSX,S05E04
2017-08-08,12670,1,140,region_mag A,HSX,S06W09
2017-08-09,12670,1,140,region_mag A,HSX,S05W21
2017-08-10,12670,1,130,region_mag A,HSX,S06W33
2017-08-11,12670,1,110,region_mag A,HSX,S07W47
2017-08-12,12670,1,110,region_mag A,HSX,S07W59
2017-08-13,12670,1,100,region_mag A,HSX,S07W72
2017-08-14,12670,1,110,region_mag A,HSX,S07W85
2017-08-15,12670,1,110,region_mag A,HSX,S07W0*
2017-08-15,12671,2,70,region_mag A,HAX,N10E75
2017-08-16,12671,11,170,region_mag BGD,EAI,N10E61
2017-08-17,12671,20,380,region_mag BGD,EHC,N11E49
2017-08-18,12671,20,280,region_mag BG,FKC,N11E34
2017-08-19,12671,31,410,region_mag BGD,FKC,N10E22
2017-08-20,12671,23,360,region_mag BGD,FKC,N12E08
2017-08-20,12672,5,10,region_mag B,DAI,N05E90
2017-08-21,12671,20,410,region_mag BGD,FKC,N11W05
2017-08-21,12672,4,120,region_mag B,DAO,N06E76
2017-08-22,12671,18,430,region_mag BG,FKC,N11W18
2017-08-22,12672,5,160,region_mag B,DAO,N07E61
2017-08-23,12671,18,250,region_mag BG,FSI,N10W31
2017-08-23,12672,10,270,region_mag B,DAO,N08E47
2017-08-24,12671,12,220,region_mag BG,FSI,N11W45
2017-08-24,12672,8,240,region_mag BG,ESI,N08E34
2017-08-25,12671,11,200,region_mag BG,FSI,N11W56
2017-08-25,12672,12,240,region_mag BG,ESI,N07E21
2017-08-26,12671,7,140,region_mag BG,FAI,N13W68
2017-08-26,12672,12,140,region_mag BG,EAI,N07E07
2017-08-27,12671,5,120,region_mag BG,FAI,N14W84
2017-08-27,12672,10,130,region_mag BG,EAI,N07W07
2017-08-28,12671,4,120,region_mag BG,FAI,N14W97
2017-08-28,12672,12,150,region_mag B,ESO,N07W20
2017-08-29,12672,7,100,region_mag B,CSO,N08W34
2017-08-30,12672,3,60,region_mag B,CSO,N06W50
2017-08-30,12673,1,70,region_mag A,HSX,S08E62
2017-08-30,12674,1,260,region_mag B,DKO,N11E70
2017-08-31,12672,6,70,region_mag B,DSO,N06W63
2017-08-31,12673,1,70,region_mag A,HSX,S08E48
2017-08-31,12674,5,490,region_mag B,EKO,N14E64
2017-09-01,12672,4,70,region_mag B,DAO,N07W70
2017-09-01,12673,1,80,region_mag A,HSX,S08E36
2017-09-01,12674,10,770,region_mag B,EHO,N13E53
2017-09-01,12675,4,30,region_mag B,DRO,S07W24
2017-09-02,12672,2,60,region_mag B,DAO,N08W84
2017-09-02,12673,1,80,region_mag A,HSX,S08E23
2017-09-02,12674,15,770,region_mag BG,FHI,N13E38
2017-09-02,12675,4,30,region_mag B,CRO,S08W37
2017-09-03,12672,2,60,region_mag B,DAO,N08W98
2017-09-03,12673,4,60,region_mag B,CSO,S10E09
2017-09-03,12674,18,810,region_mag BG,FHC,N14E25
2017-09-03,12675,4,30,region_mag B,CRO,S08W51
2017-09-03,12676,5,20,region_mag B,BXO,S10W36
2017-09-04,12673,12,130,region_mag BGD,DSC,S10W02
2017-09-04,12674,21,930,region_mag B,FHC,N14E12
2017-09-04,12675,5,50,region_mag B,CRO,S07W63
2017-09-04,12676,6,20,region_mag B,BXO,S11W51
2017-09-04,12677,2,10,region_mag A,AXX,N19E64
2017-09-05,12673,28,680,region_mag BGD,DKC,S10W16
2017-09-05,12674,34,740,region_mag B,FHI,N14W01
2017-09-05,12675,4,10,region_mag B,BXO,S02W76
2017-09-05,12676,4,30,region_mag B,CRO,S09W65
2017-09-05,12677,2,10,region_mag A,AXX,N19E51
2017-09-06,12673,33,880,region_mag BGD,DKC,S10W30
2017-09-06,12674,23,680,region_mag B,FHI,N14W14
2017-09-06,12675,1,10,region_mag B,BXO,S07W82
2017-09-06,12676,2,30,region_mag B,BXO,S09W76
2017-09-06,12677,1,20,region_mag A,AXX,N18E39
2017-09-06,12678,2,10,region_mag B,BXO,N11E45
2017-09-07,12673,24,960,region_mag BGD,EKC,S10W43
2017-09-07,12674,10,680,region_mag B,FKI,N14W28
2017-09-07,12675,1,10,region_mag B,BXO,S07W97
2017-09-07,12677,1,10,region_mag A,AXX,N18E25
2017-09-07,12678,4,40,region_mag B,CSO,N11E31
2017-09-08,12673,21,1000,region_mag BGD,EKC,S10W57
2017-09-08,12674,13,600,region_mag B,FKO,N14W41
2017-09-08,12677,3,10,region_mag B,BXO,N17E12
2017-09-08,12678,3,40,region_mag A,HAX,N11E18
2017-09-08,12679,4,10,region_mag B,BXO,N14W27
2017-09-09,12673,19,1060,region_mag BGD,DKC,S09W70
2017-09-09,12674,9,650,region_mag B,FKO,N13W54
2017-09-09,12677,3,10,region_mag A,AXX,N17W02
2017-09-09,12678,5,30,region_mag B,CRO,N11E05
2017-09-09,12679,3,10,region_mag B,BXO,N15W41
2017-09-10,12673,8,530,region_mag BGD,DKC,S09W83
2017-09-10,12674,7,560,region_mag B,FKO,N13W67
2017-09-10,12678,4,20,region_mag B,CRO,N11W07
2017-09-11,12674,4,300,region_mag B,FKO,N13W80
2017-09-11,12678,3,20,region_mag B,CRO,N11W22
2017-09-11,12680,1,100,region_mag A,HSX,N09E66
2017-09-12,12674,2,30,region_mag A,HRX,N16W91
2017-09-12,12680,1,80,region_mag A,HSX,N09E53
2017-09-13,12674,2,30,region_mag A,HRX,N16W0*
2017-09-13,12680,1,140,region_mag A,HSX,N09E39
